Name,SMILES,Cation_SMILES,Anion_SMILES,Reduction Potential (V),Oxidation Potential (V),ECW (V)
Triethylammonium Trifluoroacetate,CC[NH+](CC)CC.O=C([O-])C(F)(F)F,CC[NH+](CC)CC,O=C([O-])C(F)(F)F,-1.713760320000293,0.8400558399996587,2.553816159999952
Triethylammonium Benzoate,CC[NH+](CC)CC.O=C([O-])c1ccccc1,CC[NH+](CC)CC,O=C([O-])c1ccccc1,-1.713760320000293,0.1788319999995647,1.8925923199998578
triethylammonium bis((trifluoromethyl)sulfonyl)imide,CC[NH+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[NH+](CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.713760320000293,2.363283040000678,4.077043360000971
Triethylammonium Perfluorooctylsulfonate,CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[NH+](CC)CC,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.713760320000293,1.566412799999815,3.280173120000108
Triethylammonium Perfluorobutylsulfonate,CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[NH+](CC)CC,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.713760320000293,2.263140799994071,3.976901119994364
Triethylammonium Trifluoromethanesulfonate,CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,CC[NH+](CC)CC,O=S(=O)([O-])C(F)(F)F,-1.713760320000293,2.288967200001534,4.002727520001827
triethylammonium hydrogen sulfate,CC[NH+](CC)CC.O=S(=O)([O-])O,CC[NH+](CC)CC,O=S(=O)([O-])O,-1.713760320000293,0.8855396800004742,2.5993000000007673
"1-ethyl-3-methyl-2,3-dihydro-1H-imidazol-1-ium tris[(trifluoromethyl)sulfonyl]methanide",CC[NH+]1C=CN(C)C1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[NH+]1C=CN(C)C1,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.562065919999841,2.113089279995037,3.6751551999948777
N-ethylpiperidinium methanesulfonate,CC[NH+]1CCCCC1.CS(=O)(=O)[O-],CC[NH+]1CCCCC1,CS(=O)(=O)[O-],-0.6326283199994038,0.3353761600004503,0.9680044799998542
N-ethylpiperidinium trifluoromethanesulfonate,CC[NH+]1CCCCC1.O=S(=O)([O-])C(F)(F)F,CC[NH+]1CCCCC1,O=S(=O)([O-])C(F)(F)F,-0.6326283199994038,2.288967200001534,2.921595520000938
Ethylmethylammonium Nitrate,CC[NH2+]C.O=[N+]([O-])[O-],CC[NH2+]C,O=[N+]([O-])[O-],-1.01914575999962,0.1507779199998911,1.1699236799995112
Diethylammonium heptafluorobutyrate,CC[NH2+]CC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,CC[NH2+]CC,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,-1.178535040000125,0.9252516799991639,2.103786719999289
diethylammonium hydrogen sulfate,CC[NH2+]CC.O=S(=O)([O-])O,CC[NH2+]CC,O=S(=O)([O-])O,-1.178535040000125,0.8855396800004742,2.0640747200005993
Ethylammonium pentadecafluorooctanoate,CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[NH3+],O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.725135520000086,0.96741168000095,1.692547200001036
Ethylammonium heptafluorobutyrate,CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,CC[NH3+],O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,-0.725135520000086,0.9252516799991639,1.6503871999992499
ethylammonium formate,CC[NH3+].O=C[O-],CC[NH3+],O=C[O-],-0.725135520000086,-0.4839857600002149,0.24114975999987104
ethylammonium bis((trifluoromethyl)sulfonyl)imide,CC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[NH3+],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-0.725135520000086,2.363283040000678,3.088418560000764
ethylammonium hydrogen sulfate,CC[NH3+].O=S(=O)([O-])O,CC[NH3+],O=S(=O)([O-])O,-0.725135520000086,0.8855396800004742,1.6106752000005602
ethylammonium nitrate,CC[NH3+].O=[N+]([O-])[O-],CC[NH3+],O=[N+]([O-])[O-],-0.725135520000086,0.1507779199998911,0.8759134399999771
Diethyl(methyl)(isobutyl)phosphonium tetrafluoroborate,CC[P+](C)(CC)CC(C)C.F[B-](F)(F)F,CC[P+](C)(CC)CC(C)C,F[B-](F)(F)F,-2.022882879997852,3.808310239999682,5.831193119997534
Diethyl(methyl)(isobutyl)phosphonium hexafluorophosphate,CC[P+](C)(CC)CC(C)C.F[P-](F)(F)(F)(F)F,CC[P+](C)(CC)CC(C)C,F[P-](F)(F)(F)(F)F,-2.022882879997852,4.568990879999146,6.591873759996998
Diethyl(methyl)(isobutyl)phosphonium thiocyanate,CC[P+](C)(CC)CC(C)C.N#C[S-],CC[P+](C)(CC)CC(C)C,N#C[S-],-2.022882879997852,-0.7994431999997147,1.2234396799981373
Diethyl(methyl)(isobutyl)phosphonium bis(fluorosulfonyl)amide,CC[P+](C)(CC)CC(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,CC[P+](C)(CC)CC(C)C,O=S(=O)(F)[N-]S(=O)(=O)F,-2.022882879997852,2.417090079999033,4.439972959996885
cyclopentyltriethylphosphonium 4-nitropyrazolide,CC[P+](CC)(CC)C1CCCC1.O=[N+]([O-])c1cn[n-]c1,CC[P+](CC)(CC)C1CCCC1,O=[N+]([O-])c1cn[n-]c1,-2.234240480000736,0.3457447999987009,2.5799852799994367
tetraethylphosphonium bis((trifluoromethyl)sulfonyl)imide,CC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2.101080159999256,2.363283040000678,4.464363199999934
triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)imide,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[P+](CC)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2.160607360002032,2.363283040000678,4.52389040000271
triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide,CC[P+](CC)(CC)COCCOC.O=[N+]([O-])c1cn[n-]c1,CC[P+](CC)(CC)COCCOC,O=[N+]([O-])c1cn[n-]c1,-2.319893280000943,0.3457447999987009,2.6656380799996438
"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide",CC[P+](CC)(CC)COCCOC.[c-]1c[nH]nn1,CC[P+](CC)(CC)COCCOC,[c-]1c[nH]nn1,-2.319893280000943,-2.331197600000078,-0.01130431999913517
"ethyltriphenylphosphonium 4,5-dicyanoimidazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.N#Cc1nc[n-]c1C#N,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,N#Cc1nc[n-]c1C#N,-1.219389439999796,0.2941273600010019,1.513516800000798
"ethyltriphenylphosphonium 4-nitro-1,2,3-triazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])C1([N+](=O)[O-])C=NN=N1,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=C([O-])C1([N+](=O)[O-])C=NN=N1,-1.219389439999796,-0.4800199999990951,0.7393694400007009
"ethyltriphenylphosphonium 3,5-dinitro-1,2,4-triazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])C1([N+](=O)[O-])N=NC([N+](=O)[O-])=N1,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=C([O-])C1([N+](=O)[O-])N=NC([N+](=O)[O-])=N1,-1.219389439999796,1.943453759999064,3.1628431999988598
ethyltriphenylphosphonium 5-nitro-benzotriazolate,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])c1c([N+](=O)[O-])ccc2[nH]nnc12,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=C([O-])c1c([N+](=O)[O-])ccc2[nH]nnc12,-1.219389439999796,2.562841280000574,3.7822307200003698
ethyltriphenylphosphonium tetrazolate,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])c1nnn[nH]1,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=C([O-])c1nnn[nH]1,-1.219389439999796,0.8400558399996587,2.059445279999455
"ethyltriphenylphosphonium 2,4-dinitroimidazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])c1c[n-]c([N+](=O)[O-])n1,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=[N+]([O-])c1c[n-]c([N+](=O)[O-])n1,-1.219389439999796,0.9093478399994268,2.128737279999223
ethyltriphenylphosphonium 4-nitroimidazolate,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])c1c[n-]cn1,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=[N+]([O-])c1c[n-]cn1,-1.219389439999796,-0.1613203199988131,1.0580691200009829
ethyltriphenylphosphonium 5-nitrobenzimidazolate,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])c1ccc2nc[n-]c2c1,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=[N+]([O-])c1ccc2nc[n-]c2c1,-1.219389439999796,-0.05523760000163769,1.1641518399981583
"ethyltriphenylphosphonium 4,5-dinitroimidazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],-1.219389439999796,0.7274668800022113,1.9468563200020073
ethyldimethylsulfonium dicyanoamide,CC[S+](C)C.N#C[N-]C#N,CC[S+](C)C,N#C[N-]C#N,-1.571800799997837,-0.117386880000268,1.454413919997569
diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.683954559999475,2.363283040000678,4.047237600000153
triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+](CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.731146559997833,2.363283040000678,4.094429599998511
S-ethyltetrahydrothiophenium bis(trifluoromethylsulfonyl)imide,CC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+]1CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.414856800001362,2.363283040000678,3.77813984000204
"3-ethyl-1,2-dimethyl-4-nitro-1H-imidazol-3-ium nitrate",CC[n+]1c([N+](=O)[O-])cn(C)c1C.O=[N+]([O-])[O-],CC[n+]1c([N+](=O)[O-])cn(C)c1C,O=[N+]([O-])[O-],0.2564880000014087,0.1507779199998911,-0.1057100800015176
1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccc(C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06210591999957593,2.363283040000678,2.301177120001102
1-ethyl-3-methylpyridinium perfluoropentanoate,CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1cccc(C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.1842529600001033,0.9413731200014439,0.7571201600013406
1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1842529600001033,2.363283040000678,2.1790300800005746
1-ethylpyridinium methanesulfonate,CC[n+]1ccccc1.CS(=O)(=O)[O-],CC[n+]1ccccc1,CS(=O)(=O)[O-],0.2954982400000148,0.3353761600004503,0.039877920000435496
1-ethylpyridinium 4-methylbenzenesulfonate,CC[n+]1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,CC[n+]1ccccc1,Cc1ccc(S(=O)(=O)[O-])cc1,0.2954982400000148,0.8446553599994875,0.5491571199994727
1-ethylpyridinium hexafluorophosphate,CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,CC[n+]1ccccc1,F[P-](F)(F)(F)(F)F,0.2954982400000148,4.568990879999146,4.273492639999131
1-ethylpyridinium dicyanamide,CC[n+]1ccccc1.N#C[N-]C#N,CC[n+]1ccccc1,N#C[N-]C#N,0.2954982400000148,-0.117386880000268,-0.41288512000028277
1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2954982400000148,2.363283040000678,2.067784800000663
1-ethylpyridinium triflate,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,CC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F,0.2954982400000148,2.288967200001534,1.9934689600015192
"ethyl pyridinium 2,2,3,3,4,4,5,5-octafluoropentyl sulfate",CC[n+]1ccccc1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CC[n+]1ccccc1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.2954982400000148,0.57538351999934,0.2798852799993252
1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1217990400010054,2.363283040000678,2.2414839999996725
"1,2-dimethyl-3-ethylimidazolium hexafluorophosphate",CC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,CC[n+]1ccn(C)c1C,F[P-](F)(F)(F)(F)F,-1.614559199999658,4.568990879999146,6.183550079998804
"1,2-dimethyl-3-ethylimidazolium trifluoroacetate",CC[n+]1ccn(C)c1C.O=C([O-])C(F)(F)F,CC[n+]1ccn(C)c1C,O=C([O-])C(F)(F)F,-1.614559199999658,0.8400558399996587,2.4546150399993167
"1,2-dimethyl-3-ethylimidazolium bis((trifluoromethyl)sulfonyl)imide",CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.614559199999658,2.363283040000678,3.977842240000336
"1,2-dimethyl-3-ethylimidazolium trifluoromethanesulfonate",CC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)F,CC[n+]1ccn(C)c1C,O=S(=O)([O-])C(F)(F)F,-1.614559199999658,2.288967200001534,3.903526400001192
"1,2-dimethyl-3-ethylimidazolium chloride",CC[n+]1ccn(C)c1C.[Cl-],CC[n+]1ccn(C)c1C,[Cl-],-1.614559199999658,-0.7622934400004309,0.8522657599992272
3-ethylthiazolium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccsc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05322511999725954,2.363283040000678,2.3100579200034184
"3,4-diethylquinolizinium tetrafluoroborate",CCc1ccc2cccc[n+]2c1CC.F[B-](F)(F)F,CCc1ccc2cccc[n+]2c1CC,F[B-](F)(F)F,0.03594768000098991,3.808310239999682,3.772362559998692
"3,4-diethylquinolizinium dicyanamide",CCc1ccc2cccc[n+]2c1CC.N#C[N-]C#N,CCc1ccc2cccc[n+]2c1CC,N#C[N-]C#N,0.03594768000098991,-0.117386880000268,-0.15333456000125792
"1,2-diethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCc1n(CC)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCc1n(CC)cc[n+]1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-4.44,2.363283040000678,6.803283040000679
"1,2-diethyl-3-methylimidazolium trifluoromethanesulfonate",CCc1n(CC)cc[n+]1C.O=S(=O)([O-])C(F)(F)F,CCc1n(CC)cc[n+]1C,O=S(=O)([O-])C(F)(F)F,-4.44,2.288967200001534,6.728967200001534
"1,2,3-Triethylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCc1n(CC)cc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCc1n(CC)cc[n+]1CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1126108800007017,2.363283040000678,2.250672159999976
"1-phenyl-2-ethyl-3,5-dimethylpyrazolium methanesulfonate",CCn1c(C)cc(C)[n+]1-c1ccccc1.CS(=O)(=O)[O-],CCn1c(C)cc(C)[n+]1-c1ccccc1,CS(=O)(=O)[O-],-1.277466879999738,0.3353761600004503,1.6128430400001883
"1-phenyl-2-ethyl-3,5-dimethylpyrazolium tetrafluoroborate",CCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,CCn1c(C)cc(C)[n+]1-c1ccccc1,F[B-](F)(F)F,-1.277466879999738,3.808310239999682,5.08577711999942
"1-(2-Methoxyethyl)-2-ethyl-3,5-dimethylpyrazolium bis(trifluoromethylsulfonyl)amide",CCn1c(C)cc(C)[n+]1CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1c(C)cc(C)[n+]1CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.630683360001004,2.363283040000678,3.993966400001682
"1-ethyl-2,3-dimethyl-5-nitroimidazolium  nitrate",CCn1c([N+](=O)[O-])c[n+](C)c1C.O=[N+]([O-])[O-],CCn1c([N+](=O)[O-])c[n+](C)c1C,O=[N+]([O-])[O-],0.2565015999998277,0.1507779199998911,-0.10572367999993659
"1-ethyl-2,3-dimethyl-5-nitroimidazolium perchlorate",CCn1c([N+](=O)[O-])c[n+](C)c1C.[O-][Cl+3]([O-])([O-])[O-],CCn1c([N+](=O)[O-])c[n+](C)c1C,[O-][Cl+3]([O-])([O-])[O-],0.2565015999998277,1.516808159998581,1.2603065599987533
"1-ethyl-3,5-dimethylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCn1c[n+](C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1c[n+](C)cc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.412884800000157,2.363283040000678,3.776167840000835
"1-ethyl-3,5-dimethylimidazolium trifluoromethanesulfonate",CCn1c[n+](C)cc1C.O=S(=O)([O-])C(F)(F)F,CCn1c[n+](C)cc1C,O=S(=O)([O-])C(F)(F)F,-1.412884800000157,2.288967200001534,3.701852000001691
"1,3-diethyl-5-methylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCn1c[n+](CC)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1c[n+](CC)cc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.564962719998712,2.363283040000678,3.92824575999939
"1,3-diethyl-5-methylimidazolium trifluoromethanesulfonate",CCn1c[n+](CC)cc1C.O=S(=O)([O-])C(F)(F)F,CCn1c[n+](CC)cc1C,O=S(=O)([O-])C(F)(F)F,-1.564962719998712,2.288967200001534,3.8539299200002457
"1-ethyl-3-(1,1,2,2-tetrafluoroethyl)imidazolium tetrafluoroborate",CCn1cc[n+](C(F)(F)C(F)F)c1.F[B-](F)(F)F,CCn1cc[n+](C(F)(F)C(F)F)c1,F[B-](F)(F)F,0.07364959999918863,3.808310239999682,3.7346606400004934
"1-ethyl-3-(1,1,2,2-tetrafluoroethyl)imidazolium bis((trifluoromethyl)sulfonyl)imide",CCn1cc[n+](C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C(F)(F)C(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.07364959999918863,2.363283040000678,2.2896334400014893
1-ethyl-3-methylimidazolium dimethylphosphate,CCn1cc[n+](C)c1.COP(=O)([O-])OC,CCn1cc[n+](C)c1,COP(=O)([O-])OC,-1.364969279999914,0.7321072000003905,2.0970764800003048
1-ethyl-3-methylimidazolium mesylate,CCn1cc[n+](C)c1.CS(=O)(=O)[O-],CCn1cc[n+](C)c1,CS(=O)(=O)[O-],-1.364969279999914,0.3353761600004503,1.7003454400003644
1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,CCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,-1.364969279999914,0.8446553599994875,2.2096246399994017
1-ethyl-3-methyl-1H-imidazolium tetrachloroaluminate,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)Cl,CCn1cc[n+](C)c1,Cl[Al-](Cl)(Cl)Cl,-1.364969279999914,2.369397600002557,3.7343668800024714
"1-ethyl-3-methylimidazolium tetrakis[3,5-bis(trifluoromethyl)phenyl]borate",CCn1cc[n+](C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCn1cc[n+](C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,-1.364969279999914,2.254608160003554,3.619577440003468
1-ethyl-3-methylimidazolium (nonafluoro-n-butyl)trifluoroborate,CCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.364969279999914,2.562841280000574,3.927810560000488
1-ethyl-3-methylimidazolium (heptafluoro-n-propyl)trifluoroborate,CCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.364969279999914,2.577537439994702,3.9425067199946158
1-ethyl-3-methylimidazolium pentafluoroethyltrifluoroborate,CCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,-1.364969279999914,2.634105280000003,3.999074559999917
1-ethyl-3-methylimidazolium trifluoromethyltrifluoroborate,CCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)F,-1.364969279999914,2.747997120001273,4.112966400001187
1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,-1.364969279999914,3.808310239999682,5.173279519999596
1-ethyl-3-methylimidazolium hexafluorophosphate,CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,-1.364969279999914,4.568990879999146,5.93396015999906
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CCn1cc[n+](C)c1.N#C[C-](C#N)C#N,CCn1cc[n+](C)c1,N#C[C-](C#N)C#N,-1.364969279999914,-0.1914470399991304,1.1735222400007836
1-ethyl-3-methylimidazolium dicyanamide,CCn1cc[n+](C)c1.N#C[N-]C#N,CCn1cc[n+](C)c1,N#C[N-]C#N,-1.364969279999914,-0.117386880000268,1.247582399999646
1-ethyl-3-methylimidazolium cyanate,CCn1cc[n+](C)c1.N#C[O-],CCn1cc[n+](C)c1,N#C[O-],-1.364969279999914,-0.6309772800000162,0.7339919999998978
1-ethyl-3-methylimidazolium thiocyanate,CCn1cc[n+](C)c1.N#C[S-],CCn1cc[n+](C)c1,N#C[S-],-1.364969279999914,-0.7994431999997147,0.5655260800001993
1-ethyl-3-methylimidazolium trifluoroacetate,CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=C([O-])C(F)(F)F,-1.364969279999914,0.8400558399996587,2.205025119999573
1-Ethyl-3-methylimidazolium Formate,CCn1cc[n+](C)c1.O=C[O-],CCn1cc[n+](C)c1,O=C[O-],-1.364969279999914,-0.4839857600002149,0.8809835199996991
1-ethyl-3-methylimidazolium nitrite,CCn1cc[n+](C)c1.O=N[O-],CCn1cc[n+](C)c1,O=N[O-],-1.364969279999914,-1.245185919999758,0.1197833600001561
1-Ethyl-3-methylimidazolium difluorophosphate,CCn1cc[n+](C)c1.O=P([O-])(F)F,CCn1cc[n+](C)c1,O=P([O-])(F)F,-1.364969279999914,1.417438399998682,2.782407679998596
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,CCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,CCn1cc[n+](C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,-1.364969279999914,2.417090079999033,3.7820593599989474
"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,-1.364969279999914,2.53439280000035,3.899362080000264
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-1.364969279999914,2.363283040000678,3.7282523200005917
1-ethyl-3-methylimidazolium perfluorobutylsulfonate,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.364969279999914,2.263140799994071,3.628110079993985
