Name,SMILES,Melting_Point_Average(K)
1-ethyl-3-methylimidazolium diethylphosphate,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,292.15
"N,N,N-triethyl-N-(methoxycarbonylmethyl)ammonium ethylsulfate",CCOS(=O)(=O)[O-].CC[N+](CC)(CC)CC(=O)OC,243.15
1-ethyl-1-methylpyrrolidinium ethyl sulfate,CCOS(=O)(=O)[O-].CC[N+]1(C)CCCC1,308.035
1-ethyl-3-methylimidazolium ethyl sulfate,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,225.925
3-[2-(4-ethoxylphenyl)-2-oxoethyl]-1-methylimidazolium bromide,CCOc1ccc(C(=O)C[n+]2ccn(C)c2)cc1.[Br-],417.65
3-[2-(4-ethoxylphenyl)-2-oxoethyl]-1-methylimidazolium chloride,CCOc1ccc(C(=O)C[n+]2ccn(C)c2)cc1.[Cl-],417.65
3-[2-(3-ethoxylphenyl)-2-oxoethyl]-1-methylimidazolium bromide,CCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1.[Br-],410.65
3-[2-(3-ethoxylphenyl)-2-oxoethyl]-1-methylimidazolium chloride,CCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1.[Cl-],410.65
"1-methyl-3-[2,6-(S)-dimethylocten-2-yl]imidazolium hexafluorophosphate",CC[C@H](C)CC=CC(C)(C)[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,403.15
isoleucinium nitrate,CC[C@H](C)[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],378.15
methyl-ethyl-di(i-propyl)ammonium bis((trifluoromethyl)sulfonyl)imide,CC[N+](C)(C(C)C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,413.15
trimethylethylammonium bis((trifluoromethyl)sulfonyl)imide,CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,380.15
"N-adamantyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethylsulfonyl)imide",CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,390.9
Dimethyl-diethylammonium Hydrogen maleate,CC[N+](C)(C)CC.O=C([O-])/C=C\C(=O)O,277
dimethyl-diethylammonium bis((trifluoromethyl)sulfonyl)imide,CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,369.15
ethylhydroxyethyldimethylammonium methylsulfonate,CC[N+](C)(C)CCO.CS(=O)(=O)[O-],251.575
ethylhydroxyethyldimethylammonium tetrafluoroborate,CC[N+](C)(C)CCO.F[B-](F)(F)F,370.15
"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluorobutyl)borate",CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,245.2
"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluoroethyl)borate",CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,240.2
"2-methoxy-N-ethyl-N,N-dimethylethan-1-aminium trifluoro(trifluoromethyl)borate",CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)F,281.1
"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium tetrafluoroborate",CC[N+](C)(C)CCOC.F[B-](F)(F)F,277.1
"Ethyl(8-diisopropylamino-3,6-dioxaoctyl)dimethylammonium bis((trifluoromethyl)sulfonyl)imide",CC[N+](C)(C)CCOCCOCCN(C(C)C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,191.15
"N,N,N',N'-tetramethyl-N,N'-diethyl-ethylenediammonium di[bis(trifluoromethanesulfonyl)
amide]",CC[N+](C)(C)CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,460.15
"N,N-diethyl-N-methyl-N-(methoxycarbonylmethyl)ammonium methylsulfate",CC[N+](C)(CC)CC(=O)OC.COS(=O)(=O)[O-],242.15
"N,N-diethyl-N-methylethanaminium methyl sulfate",CC[N+](C)(CC)CC.COS(=O)(=O)[O-],302.075
triethyl-methylammonium bis((trifluoromethyl)sulfonyl)imide,CC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,402.15
diethylhydroxyethylmethylammonium methylsulfonate,CC[N+](C)(CC)CCO.CS(=O)(=O)[O-],198.15
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(trifluoromethyl)borate",CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)F,251.175
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",CC[N+](C)(CC)CCOC.F[B-](F)(F)F,281.375
"N,N-diethyl-N-methyl-N-(2-methoxyethyl)ammonium bis(heptafluoropropylsulfonyl)amide",CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,291.15
"N-(cyanomethyl)-N,N,N-triethylammonium bromide",CC[N+](CC)(CC)CC#N.[Br-],465
tetraethylammonium tetrafluoroborate,CC[N+](CC)(CC)CC.F[B-](F)(F)F,344.9875
tetraethylammonium hexafluorophosphate,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,344.9125
"tetraethylammonium 4,5-dicyanoimidazolate",CC[N+](CC)(CC)CC.N#Cc1nc[n-]c1C#N,391.15
"tetraethylammonium 4-nitro-1,2,3-triazolate",CC[N+](CC)(CC)CC.O=C([O-])C1([N+](=O)[O-])C=NN=N1,355.15
"tetraethylammonium 3,5-dinitro-1,2,4-triazolate",CC[N+](CC)(CC)CC.O=C([O-])C1([N+](=O)[O-])N=NC([N+](=O)[O-])=N1,387.15
tetraethylammonium 5-nitro-benzotriazolate,CC[N+](CC)(CC)CC.O=C([O-])c1c([N+](=O)[O-])ccc2[nH]nnc12,337.15
tetraethylammonium tetrazolate,CC[N+](CC)(CC)CC.O=C([O-])c1nnn[nH]1,387.15
tetraethylammonium tris[(trifluoromethyl)sulfonyl]methide,CC[N+](CC)(CC)CC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,319.1
tetraethyammonium bis[(pentafluoroethyl)sulfonyl]imide,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,356.35
tetraethylammonium bis((trifluoromethyl)sulfonyl)imide,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,379.205
"tetraethylammonium 2,2,3,3,4,4,5,5-octafluoropentyl sulfate",CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,260.15
"tetraethylammonium 2,2,3,3-tetrafluoropropyl sulfate",CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)C(F)F,264.15
"tetraethylammonium 2,2,2-trifluoroethyl sulfate",CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)F,278.15
tetraethylammonium nitrate,CC[N+](CC)(CC)CC.O=[N+]([O-])[O-],513
"tetraethylammonium 2,4-dinitroimidazolate",CC[N+](CC)(CC)CC.O=[N+]([O-])c1c[n-]c([N+](=O)[O-])n1,359.15
tetraethylammonium 4-nitroimidazolate,CC[N+](CC)(CC)CC.O=[N+]([O-])c1c[n-]cn1,397.15
tetraethylammonium 5-nitrobenzimidazolate,CC[N+](CC)(CC)CC.O=[N+]([O-])c1ccc2nc[n-]c2c1,374.15
"tetraethylammonium 4,5-dinitroimidazolate",CC[N+](CC)(CC)CC.O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],357.15
tetraethylammonium chloride,CC[N+](CC)(CC)CC.[Cl-],457.125
3-triethylammoniopropanesulfonic acid hydrosulfate,CC[N+](CC)(CC)CCCS(=O)(=O)O.O=S(=O)([O-])O,264.15
triethylhydroxylethylammonium methylsulfonate,CC[N+](CC)(CC)CCO.CS(=O)(=O)[O-],343.15
"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluorobutyl)borate",CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,284.125
"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluoropropyl)borate",CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,279.125
"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluoroethyl)borate",CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,276.125
"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(trifluoromethyl)borate",CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)F,283.125
"N,N,N-triethyl-2-methoxyethan-1-aminium tetrafluoroborate",CC[N+](CC)(CC)CCOC.F[B-](F)(F)F,329.125
"N,N,N-triethyl-2-methoxyethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,275.625
triethyl(methoxymethyl)ammonium bis((trifluoromethyl)sulfonyl)imide,CC[N+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,270.15
"N-benzyl-N,N,N-triethylammonium dicyanoamide",CC[N+](CC)(CC)Cc1ccccc1.N#C[N-]C#N,356.57
"N-benzyl-N,N,N-triethylammonium thiocyanate",CC[N+](CC)(CC)Cc1ccccc1.N#C[S-],360.97
"N-benzyl-N,N,N-triethylammonium bis((trifluoromethyl)sulfonyl)imide",CC[N+](CC)(CC)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.15
"N-benzyl-N,N,N-triethylammonium trifluoromethanesulfonate",CC[N+](CC)(CC)Cc1ccccc1.O=S(=O)([O-])C(F)(F)F,382.52
N-methyl-N-ethyl-pyrrolidinium mesylate,CC[N+]1(C)CCCC1.CS(=O)(=O)[O-],313.15
N-methyl-N-ethyl-pyrrolidinium tosylate,CC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,393.15
1-ethyl-1-methylpyrrolidinium tetrafluoroborate,CC[N+]1(C)CCCC1.F[B-](F)(F)F,339
N-methyl-N-ethyl-pyrrolidinium dicyanoamide,CC[N+]1(C)CCCC1.N#C[N-]C#N,263.15
N-ethyl-N-methylpyrrolidinium cyanate,CC[N+]1(C)CCCC1.N#C[O-],453.15
N-ethyl-N-methylpyrrolidinium bis(fluorosulfonyl)amide,CC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,474
1-ethyl-1-methylpyrrolidinium bis(nonafluorobutylsulfonyl)imide,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,428
1-ethyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.8183333
N-methyl-N-ethyl-pyrrolidinium perfluorobutylsulfonate,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,449.15
1-ethyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide,CC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,357.2166667
N-ethyl-N-methylpiperidinium bromide,CC[N+]1(C)CCCCC1.[Br-],382.39
N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,304.06
N-ethyl-N-methylmorpholinium bromide,CC[N+]1(C)CCOCC1.[Br-],445.6
"N, N-diethylpiperazinium 2,2,3,3,4,4,5,5-octafluoropentyl sulfate",CC[N+]1(CC)CCNCC1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,266.15
1-ethyl-4-aza-1-azonia-bicyclo[2.2.2]octane bis((trifluoromethyl)sulfonyl)imide,CC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,349.15
"1-ethyl-2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepinium thiocyanate",CC[N+]1=C2CCCCCN2CCC1.N#C[S-],313.1
"1-ethyl-2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepinium bromide",CC[N+]1=C2CCCCCN2CCC1.[Br-],378.1
dimethylethylammonium bis(trifluoromethylsulfonyl)imide,CC[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.8
dimethylethylammonium trifluoromethanesulfonate,CC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,314.8
diethylmethylammonium methanesulfonate,CC[NH+](C)CC.CS(=O)(=O)[O-],304.975
diethylmethylammonium bis(trifluoromethylsulfonyl)imide,CC[NH+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297.1
diethylmethylammonium trifluoromethanesulfonate,CC[NH+](C)CC.O=S(=O)([O-])C(F)(F)F,265.1
Triethylammonium Mesylate,CC[NH+](CC)CC.CS(=O)(=O)[O-],306.15
Triethylammonium heptafluorobutyrate,CC[NH+](CC)CC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,298.15
Triethylammonium Trifluoroacetate,CC[NH+](CC)CC.O=C([O-])C(F)(F)F,275.15
Triethylammonium Benzoate,CC[NH+](CC)CC.O=C([O-])c1ccccc1,335.15
triethylammonium bis((trifluoromethyl)sulfonyl)imide,CC[NH+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,276.15
Triethylammonium Perfluorooctylsulfonate,CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,355.15
Triethylammonium Perfluorobutylsulfonate,CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,334.15
Triethylammonium Trifluoromethanesulfonate,CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,305.15
triethylammonium hydrogen sulfate,CC[NH+](CC)CC.O=S(=O)([O-])O,352.95
"1-ethyl-3-methyl-2,3-dihydro-1H-imidazol-1-ium tris[(trifluoromethyl)sulfonyl]methanide",CC[NH+]1C=CN(C)C1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,312.1
N-ethylpiperidinium methanesulfonate,CC[NH+]1CCCCC1.CS(=O)(=O)[O-],340.8
N-ethylpiperidinium trifluoromethanesulfonate,CC[NH+]1CCCCC1.O=S(=O)([O-])C(F)(F)F,325.1
Ethylmethylammonium Nitrate,CC[NH2+]C.O=[N+]([O-])[O-],217.75
Diethylammonium heptafluorobutyrate,CC[NH2+]CC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,318.15
diethylammonium hydrogen sulfate,CC[NH2+]CC.O=S(=O)([O-])O,343.85
Ethylammonium pentadecafluorooctanoate,CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,331.15
Ethylammonium heptafluorobutyrate,CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,332.15
ethylammonium formate,CC[NH3+].O=C[O-],258.125
ethylammonium bis((trifluoromethyl)sulfonyl)imide,CC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.15
ethylammonium hydrogen sulfate,CC[NH3+].O=S(=O)([O-])O,313.075
ethylammonium nitrate,CC[NH3+].O=[N+]([O-])[O-],284.6116667
Diethyl(methyl)(isobutyl)phosphonium tetrafluoroborate,CC[P+](C)(CC)CC(C)C.F[B-](F)(F)F,409.15
Diethyl(methyl)(isobutyl)phosphonium hexafluorophosphate,CC[P+](C)(CC)CC(C)C.F[P-](F)(F)(F)(F)F,412.15
Diethyl(methyl)(isobutyl)phosphonium thiocyanate,CC[P+](C)(CC)CC(C)C.N#C[S-],449.15
Diethyl(methyl)(isobutyl)phosphonium bis(fluorosulfonyl)amide,CC[P+](C)(CC)CC(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,218.15
Triethyl(methyl)phosphonium bis(fluorosulfonyl)amide,CC[P+](C)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,320.15
triethylmethylphosphonium bis((trifluoromethyl)sulfonyl)imide,CC[P+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,372.65
cyclopentyltriethylphosphonium 4-nitropyrazolide,CC[P+](CC)(CC)C1CCCC1.O=[N+]([O-])c1cn[n-]c1,324
tetraethylphosphonium bis((trifluoromethyl)sulfonyl)imide,CC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,391.15
triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)imide,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.15
triethyl(methoxymethyl)phosphonium bis((trifluoromethyl)sulfonyl)imide,CC[P+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,287.15
"triethyl(methoxymethyl)phosphonium 1,2,3-triazolide",CC[P+](CC)(CC)COC.[c-]1c[nH]nn1,350
triethyl((2-methoxyethoxy)methyl)phosphonium 4-nitropyrazolide,CC[P+](CC)(CC)COCCOC.O=[N+]([O-])c1cn[n-]c1,258
"triethyl((2-methoxyethoxy)methyl)phosphonium 1,2,3-triazolide",CC[P+](CC)(CC)COCCOC.[c-]1c[nH]nn1,302
"ethyltriphenylphosphonium 4,5-dicyanoimidazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.N#Cc1nc[n-]c1C#N,244.15
"ethyltriphenylphosphonium 4-nitro-1,2,3-triazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])C1([N+](=O)[O-])C=NN=N1,370.15
"ethyltriphenylphosphonium 3,5-dinitro-1,2,4-triazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])C1([N+](=O)[O-])N=NC([N+](=O)[O-])=N1,400.15
ethyltriphenylphosphonium 5-nitro-benzotriazolate,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])c1c([N+](=O)[O-])ccc2[nH]nnc12,404.15
ethyltriphenylphosphonium tetrazolate,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])c1nnn[nH]1,324.15
"ethyltriphenylphosphonium 2,4-dinitroimidazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])c1c[n-]c([N+](=O)[O-])n1,343.15
ethyltriphenylphosphonium 4-nitroimidazolate,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])c1c[n-]cn1,373.15
ethyltriphenylphosphonium 5-nitrobenzimidazolate,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])c1ccc2nc[n-]c2c1,361.15
"ethyltriphenylphosphonium 4,5-dinitroimidazolate",CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],370.15
ethyldimethylsulfonium dicyanoamide,CC[S+](C)C.N#C[N-]C#N,245.15
diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,254.7
triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,252.975
S-ethyltetrahydrothiophenium bis(trifluoromethylsulfonyl)imide,CC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,340.725
"3-ethyl-1,2-dimethyl-4-nitro-1H-imidazol-3-ium nitrate",CC[n+]1c([N+](=O)[O-])cn(C)c1C.O=[N+]([O-])[O-],338.1
1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289.75
1-ethyl-3-methylpyridinium perfluoropentanoate,CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,275
1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,272
1-ethylpyridinium methanesulfonate,CC[n+]1ccccc1.CS(=O)(=O)[O-],335.1
1-ethylpyridinium 4-methylbenzenesulfonate,CC[n+]1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,374.1
1-ethylpyridinium hexafluorophosphate,CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,376.35
1-ethylpyridinium dicyanamide,CC[n+]1ccccc1.N#C[N-]C#N,239.98
1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,304
1-ethylpyridinium triflate,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,297.05
"ethyl pyridinium 2,2,3,3,4,4,5,5-octafluoropentyl sulfate",CC[n+]1ccccc1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,262.15
1-ethylpyridinium bromide,CC[n+]1ccccc1.[Br-],393.155
1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289
"1,2-dimethyl-3-ethylimidazolium hexafluorophosphate",CC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,469.15
"1,2-dimethyl-3-ethylimidazolium trifluoroacetate",CC[n+]1ccn(C)c1C.O=C([O-])C(F)(F)F,332.15
"1,2-dimethyl-3-ethylimidazolium bis((trifluoromethyl)sulfonyl)imide",CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297.4333333
"1,2-dimethyl-3-ethylimidazolium trifluoromethanesulfonate",CC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)F,382.15
"1,2-dimethyl-3-ethylimidazolium bromide",CC[n+]1ccn(C)c1C.[Br-],414.15
"1,2-dimethyl-3-ethylimidazolium chloride",CC[n+]1ccn(C)c1C.[Cl-],461.15
"1,2-bis(3-ethylimidazolium-1-yl)ethane dibromide",CC[n+]1ccn(CCn2cc[n+](CC)c2)c1.[Br-].[Br-],457.4
3-ethylthiazolium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.1
"3,4-diethylquinolizinium tetrafluoroborate",CCc1ccc2cccc[n+]2c1CC.F[B-](F)(F)F,388.65
"3,4-diethylquinolizinium dicyanamide",CCc1ccc2cccc[n+]2c1CC.N#C[N-]C#N,341.05
"3,4-diethylquinolizinium bromide",CCc1ccc2cccc[n+]2c1CC.[Br-],494.75
"1,2-diethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCc1n(CC)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,301.15
"1,2-diethyl-3-methylimidazolium trifluoromethanesulfonate",CCc1n(CC)cc[n+]1C.O=S(=O)([O-])C(F)(F)F,386.15
"1,2,3-Triethylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCc1n(CC)cc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,330.15
1-hydroxy-2-ethyl-3-[2-(4-chlorophenyl)-2-oxoethyl]imidazolium bromide,CCc1n(O)cc[n+]1CC(=O)c1ccc(Cl)cc1.[Br-],472.15
"1-(2,2-dimethylpropionyloxy)-2-ethyl-3-[2-(4-chlorophenyl)-2-oxoethyl]imidazolium bromide",CCc1n(OC(=O)C(C)(C)C)cc[n+]1CC(=O)c1ccc(Cl)cc1.[Br-],457.15
"1,3-di-(2,6-dichlorobenzyloxy)-2-ethylimidazolium bromide",CCc1n(OCc2c(Cl)cccc2Cl)cc[n+]1OCc1c(Cl)cccc1Cl.[Br-],429.15
"1,3-di-[4-bromobenzyloxy]-2-ethylimidazolium bromide",CCc1n(OCc2ccc(Br)cc2)cc[n+]1OCc1ccc(Br)cc1.[Br-],443.15
"1,3-di-(2,4-dichlorobenzyloxy)-2-ethylimidazolium bromide",CCc1n(OCc2ccc(Cl)cc2Cl)cc[n+]1OCc1ccc(Cl)cc1Cl.[Br-],449.15
"1-benzyloxy-2-ethyl-3-(3,4,5-trimethyloxybenzyl)imidazolium bromide",CCc1n(OCc2ccccc2)cc[n+]1Cc1cc(OC)c(OC)c(OC)c1.[Br-],432.15
"1-phenyl-2-ethyl-3,5-dimethylpyrazolium methanesulfonate",CCn1c(C)cc(C)[n+]1-c1ccccc1.CS(=O)(=O)[O-],395.6
"1-phenyl-2-ethyl-3,5-dimethylpyrazolium tetrafluoroborate",CCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,386.1
"1-(2-Methoxyethyl)-2-ethyl-3,5-dimethylpyrazolium bis(trifluoromethylsulfonyl)amide",CCn1c(C)cc(C)[n+]1CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,213.15
"1-ethyl-2,3-dimethyl-5-nitroimidazolium  nitrate",CCn1c([N+](=O)[O-])c[n+](C)c1C.O=[N+]([O-])[O-],338.15
"1-ethyl-2,3-dimethyl-5-nitroimidazolium perchlorate",CCn1c([N+](=O)[O-])c[n+](C)c1C.[O-][Cl+3]([O-])([O-])[O-],419.15
"1-ethyl-3,5-dimethylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCn1c[n+](C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,270
"1-ethyl-3,5-dimethylimidazolium trifluoromethanesulfonate",CCn1c[n+](C)cc1C.O=S(=O)([O-])C(F)(F)F,279
"1,3-diethyl-5-methylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCn1c[n+](CC)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,251
"1,3-diethyl-5-methylimidazolium trifluoromethanesulfonate",CCn1c[n+](CC)cc1C.O=S(=O)([O-])C(F)(F)F,308.15
"1-ethyl-3-(1,1,2,2-tetrafluoroethyl)imidazolium tetrafluoroborate",CCn1cc[n+](C(F)(F)C(F)F)c1.F[B-](F)(F)F,298.15
"1-ethyl-3-(1,1,2,2-tetrafluoroethyl)imidazolium bis((trifluoromethyl)sulfonyl)imide",CCn1cc[n+](C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,288.15
1-ethyl-3-methylimidazolium sulfate,CCn1cc[n+](C)c1.CCn1cc[n+](C)c1.O=S(=O)([O-])[O-],343.15
